timestamp,dt,pos_x_0,pos_y_0,pos_z_0,vel_x_0,vel_y_0,vel_z_0,roll_0,pitch_0,yaw_0,agv_x_0,agv_y_0,agv_z_0,x_ref_0,y_ref_0,z_ref_0,roll_ref_0,pitch_ref_0,yaw_ref_0,x_vel_ref_0,y_vel_ref_0,z_vel_ref_0,agv_x_ref_0,agv_y_ref_0,agv_z_ref_0
299,299,0.00786532647907734,-0.0011319840559735894,0.04223350062966347,-0.0010914065642282367,-0.000100538476544898,0.0034004640765488148,-0.007192511577159166,0.013912598602473736,0.044626180082559586,-0.4216749668121338,1.5004512071609497,0.20180197060108185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07967963069677353,-0.025871600955724716,-0.28027310967445374,-14.39177417755127
386,87,0.007845261134207249,-0.0011144982418045402,0.04221198707818985,-0.003929752856492996,-0.0035414202138781548,0.0017005177214741707,-0.002633084310218692,0.0065932744182646275,0.0427267923951149,0.7799533605575562,-0.652747631072998,0.16192303597927094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07884315401315689,-0.040198102593421936,-0.2685571312904358,-14.270766258239746
402,16,0.007866723462939262,-0.0011174193350598216,0.042207762598991394,0.0032639617566019297,0.005946812219917774,-0.0013640536926686764,-0.006166092585772276,0.009185797534883022,0.04252127557992935,-0.6247043013572693,-0.40239039063453674,-0.6226359605789185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07809366285800934,-0.047784022986888885,-0.26332974433898926,-14.298532485961914
417,16,0.007871122099459171,-0.001088177552446723,0.04220643639564514,0.0015308574074879289,0.0002090769266942516,-0.0021487853955477476,-0.006887613795697689,0.00823377538472414,0.04124881327152252,-0.21990226209163666,-0.09912482649087906,-0.23053649067878723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07772649079561234,-0.05454122647643089,-0.27085286378860474,-14.068649291992188
433,16,0.007872998714447021,-0.001110202050767839,0.04218462482094765,0.00015292942407540977,0.003364753909409046,-0.0016271682688966393,-0.008559921756386757,0.009691332466900349,0.04105556756258011,-0.5011624693870544,0.11712037026882172,-0.43843749165534973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07598745822906494,-0.05152323096990585,-0.2916775345802307,-13.753881454467773
449,16,0.007858474738895893,-0.0010981137165799737,0.042219847440719604,-0.003951994702219963,0.0023711486719548702,-0.0001326179481111467,-0.0058899675495922565,0.010111325420439243,0.04253005236387253,-0.05003650113940239,-0.09612125903367996,0.0367511622607708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07620296627283096,-0.04829460009932518,-0.2925800383090973,-13.792889595031738
464,16,0.007872543297708035,-0.00112128013279289,0.04218466207385063,0.0018316060304641724,-0.0037888409569859505,-0.005275648552924395,-0.006503586657345295,0.011091787368059158,0.041144635528326035,-0.2883858382701874,-0.05459791421890259,-0.23620590567588806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07599225640296936,-0.03967801854014397,-0.29290133714675903,-13.75475025177002
480,16,0.007878616452217102,-0.0011150386417284608,0.04219676926732063,-0.0005118512199260294,0.0029609755147248507,-0.0025416244752705097,-0.0069818394258618355,0.013565907254815102,0.04311259090900421,-0.010829034261405468,0.36016833782196045,-0.1641889214515686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07618219405412674,-0.037181563675403595,-0.2825638949871063,-13.789129257202148
496,16,0.007856172509491444,-0.0010889708064496517,0.042218782007694244,-0.0002874381316360086,-7.348488725256175e-05,0.0007732125814072788,-0.0029083762783557177,0.00512409582734108,0.04309672862291336,0.307539165019989,-0.644331693649292,0.1864108294248581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07593744248151779,-0.04276550933718681,-0.2962417006492615,-13.744828224182129
511,16,0.00786747969686985,-0.0011179401772096753,0.04224264249205589,0.00014523457502946258,-0.0017928655724972486,0.0025548862759023905,-0.007184645626693964,0.015830660238862038,0.04302166402339935,-0.22275903820991516,0.3988429307937622,0.3097080588340759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07599712908267975,-0.04114001244306564,-0.29552286863327026,-13.789904594421387
